folder_name,input_folder,output_folder
252A_910421.0935,/home/linux/IHCPs/dataset_pm1000_sin_white/input/252A_910421.0935,/home/linux/IHCPs/dataset_pm1000_sin_white/output/252A_910421.0935
253A_738945.2791,/home/linux/IHCPs/dataset_pm1000_sin_white/input/253A_738945.2791,/home/linux/IHCPs/dataset_pm1000_sin_white/output/253A_738945.2791
254A_914113.8807,/home/linux/IHCPs/dataset_pm1000_sin_white/input/254A_914113.8807,/home/linux/IHCPs/dataset_pm1000_sin_white/output/254A_914113.8807
255A_793492.0449,/home/linux/IHCPs/dataset_pm1000_sin_white/input/255A_793492.0449,/home/linux/IHCPs/dataset_pm1000_sin_white/output/255A_793492.0449
256A_365366.2327,/home/linux/IHCPs/dataset_pm1000_sin_white/input/256A_365366.2327,/home/linux/IHCPs/dataset_pm1000_sin_white/output/256A_365366.2327
257A_251577.6638,/home/linux/IHCPs/dataset_pm1000_sin_white/input/257A_251577.6638,/home/linux/IHCPs/dataset_pm1000_sin_white/output/257A_251577.6638
258A_800012.0208,/home/linux/IHCPs/dataset_pm1000_sin_white/input/258A_800012.0208,/home/linux/IHCPs/dataset_pm1000_sin_white/output/258A_800012.0208
259A_838888.6818,/home/linux/IHCPs/dataset_pm1000_sin_white/input/259A_838888.6818,/home/linux/IHCPs/dataset_pm1000_sin_white/output/259A_838888.6818
25A_665686.5415,/home/linux/IHCPs/dataset_pm1000_sin_white/input/25A_665686.5415,/home/linux/IHCPs/dataset_pm1000_sin_white/output/25A_665686.5415
260A_998934.3508,/home/linux/IHCPs/dataset_pm1000_sin_white/input/260A_998934.3508,/home/linux/IHCPs/dataset_pm1000_sin_white/output/260A_998934.3508
261A_617676.2495,/home/linux/IHCPs/dataset_pm1000_sin_white/input/261A_617676.2495,/home/linux/IHCPs/dataset_pm1000_sin_white/output/261A_617676.2495
262A_258085.0571,/home/linux/IHCPs/dataset_pm1000_sin_white/input/262A_258085.0571,/home/linux/IHCPs/dataset_pm1000_sin_white/output/262A_258085.0571
263A_770985.9242,/home/linux/IHCPs/dataset_pm1000_sin_white/input/263A_770985.9242,/home/linux/IHCPs/dataset_pm1000_sin_white/output/263A_770985.9242
264A_764936.9238,/home/linux/IHCPs/dataset_pm1000_sin_white/input/264A_764936.9238,/home/linux/IHCPs/dataset_pm1000_sin_white/output/264A_764936.9238
265A_787870.2757,/home/linux/IHCPs/dataset_pm1000_sin_white/input/265A_787870.2757,/home/linux/IHCPs/dataset_pm1000_sin_white/output/265A_787870.2757
266A_874938.9219,/home/linux/IHCPs/dataset_pm1000_sin_white/input/266A_874938.9219,/home/linux/IHCPs/dataset_pm1000_sin_white/output/266A_874938.9219
267A_592518.7279,/home/linux/IHCPs/dataset_pm1000_sin_white/input/267A_592518.7279,/home/linux/IHCPs/dataset_pm1000_sin_white/output/267A_592518.7279
268A_583047.4676,/home/linux/IHCPs/dataset_pm1000_sin_white/input/268A_583047.4676,/home/linux/IHCPs/dataset_pm1000_sin_white/output/268A_583047.4676
269A_611734.3854,/home/linux/IHCPs/dataset_pm1000_sin_white/input/269A_611734.3854,/home/linux/IHCPs/dataset_pm1000_sin_white/output/269A_611734.3854
26A_961335.8271,/home/linux/IHCPs/dataset_pm1000_sin_white/input/26A_961335.8271,/home/linux/IHCPs/dataset_pm1000_sin_white/output/26A_961335.8271
270A_142995.3866,/home/linux/IHCPs/dataset_pm1000_sin_white/input/270A_142995.3866,/home/linux/IHCPs/dataset_pm1000_sin_white/output/270A_142995.3866
271A_917297.1955,/home/linux/IHCPs/dataset_pm1000_sin_white/input/271A_917297.1955,/home/linux/IHCPs/dataset_pm1000_sin_white/output/271A_917297.1955
272A_795914.6703,/home/linux/IHCPs/dataset_pm1000_sin_white/input/272A_795914.6703,/home/linux/IHCPs/dataset_pm1000_sin_white/output/272A_795914.6703
273A_718817.2833,/home/linux/IHCPs/dataset_pm1000_sin_white/input/273A_718817.2833,/home/linux/IHCPs/dataset_pm1000_sin_white/output/273A_718817.2833
274A_120202.5146,/home/linux/IHCPs/dataset_pm1000_sin_white/input/274A_120202.5146,/home/linux/IHCPs/dataset_pm1000_sin_white/output/274A_120202.5146
275A_409038.0579,/home/linux/IHCPs/dataset_pm1000_sin_white/input/275A_409038.0579,/home/linux/IHCPs/dataset_pm1000_sin_white/output/275A_409038.0579
276A_376948.5629,/home/linux/IHCPs/dataset_pm1000_sin_white/input/276A_376948.5629,/home/linux/IHCPs/dataset_pm1000_sin_white/output/276A_376948.5629
277A_351457.9554,/home/linux/IHCPs/dataset_pm1000_sin_white/input/277A_351457.9554,/home/linux/IHCPs/dataset_pm1000_sin_white/output/277A_351457.9554
278A_216681.9297,/home/linux/IHCPs/dataset_pm1000_sin_white/input/278A_216681.9297,/home/linux/IHCPs/dataset_pm1000_sin_white/output/278A_216681.9297
279A_770965.777,/home/linux/IHCPs/dataset_pm1000_sin_white/input/279A_770965.777,/home/linux/IHCPs/dataset_pm1000_sin_white/output/279A_770965.777
27A_226207.6926,/home/linux/IHCPs/dataset_pm1000_sin_white/input/27A_226207.6926,/home/linux/IHCPs/dataset_pm1000_sin_white/output/27A_226207.6926
280A_598926.1642,/home/linux/IHCPs/dataset_pm1000_sin_white/input/280A_598926.1642,/home/linux/IHCPs/dataset_pm1000_sin_white/output/280A_598926.1642
281A_793161.7932,/home/linux/IHCPs/dataset_pm1000_sin_white/input/281A_793161.7932,/home/linux/IHCPs/dataset_pm1000_sin_white/output/281A_793161.7932
282A_367616.4544,/home/linux/IHCPs/dataset_pm1000_sin_white/input/282A_367616.4544,/home/linux/IHCPs/dataset_pm1000_sin_white/output/282A_367616.4544
283A_709374.5441,/home/linux/IHCPs/dataset_pm1000_sin_white/input/283A_709374.5441,/home/linux/IHCPs/dataset_pm1000_sin_white/output/283A_709374.5441
284A_644147.0069,/home/linux/IHCPs/dataset_pm1000_sin_white/input/284A_644147.0069,/home/linux/IHCPs/dataset_pm1000_sin_white/output/284A_644147.0069
285A_305228.1206,/home/linux/IHCPs/dataset_pm1000_sin_white/input/285A_305228.1206,/home/linux/IHCPs/dataset_pm1000_sin_white/output/285A_305228.1206
286A_673821.8068,/home/linux/IHCPs/dataset_pm1000_sin_white/input/286A_673821.8068,/home/linux/IHCPs/dataset_pm1000_sin_white/output/286A_673821.8068
287A_610824.8196,/home/linux/IHCPs/dataset_pm1000_sin_white/input/287A_610824.8196,/home/linux/IHCPs/dataset_pm1000_sin_white/output/287A_610824.8196
288A_816260.8215,/home/linux/IHCPs/dataset_pm1000_sin_white/input/288A_816260.8215,/home/linux/IHCPs/dataset_pm1000_sin_white/output/288A_816260.8215
289A_767307.4297,/home/linux/IHCPs/dataset_pm1000_sin_white/input/289A_767307.4297,/home/linux/IHCPs/dataset_pm1000_sin_white/output/289A_767307.4297
28A_422585.7736,/home/linux/IHCPs/dataset_pm1000_sin_white/input/28A_422585.7736,/home/linux/IHCPs/dataset_pm1000_sin_white/output/28A_422585.7736
290A_878518.5673,/home/linux/IHCPs/dataset_pm1000_sin_white/input/290A_878518.5673,/home/linux/IHCPs/dataset_pm1000_sin_white/output/290A_878518.5673
291A_424522.8361,/home/linux/IHCPs/dataset_pm1000_sin_white/input/291A_424522.8361,/home/linux/IHCPs/dataset_pm1000_sin_white/output/291A_424522.8361
292A_371239.8454,/home/linux/IHCPs/dataset_pm1000_sin_white/input/292A_371239.8454,/home/linux/IHCPs/dataset_pm1000_sin_white/output/292A_371239.8454
293A_471977.5951,/home/linux/IHCPs/dataset_pm1000_sin_white/input/293A_471977.5951,/home/linux/IHCPs/dataset_pm1000_sin_white/output/293A_471977.5951
294A_186257.7967,/home/linux/IHCPs/dataset_pm1000_sin_white/input/294A_186257.7967,/home/linux/IHCPs/dataset_pm1000_sin_white/output/294A_186257.7967
295A_370631.7233,/home/linux/IHCPs/dataset_pm1000_sin_white/input/295A_370631.7233,/home/linux/IHCPs/dataset_pm1000_sin_white/output/295A_370631.7233
296A_349203.9155,/home/linux/IHCPs/dataset_pm1000_sin_white/input/296A_349203.9155,/home/linux/IHCPs/dataset_pm1000_sin_white/output/296A_349203.9155
297A_980420.9135,/home/linux/IHCPs/dataset_pm1000_sin_white/input/297A_980420.9135,/home/linux/IHCPs/dataset_pm1000_sin_white/output/297A_980420.9135
298A_861611.5849,/home/linux/IHCPs/dataset_pm1000_sin_white/input/298A_861611.5849,/home/linux/IHCPs/dataset_pm1000_sin_white/output/298A_861611.5849
299A_512369.7824,/home/linux/IHCPs/dataset_pm1000_sin_white/input/299A_512369.7824,/home/linux/IHCPs/dataset_pm1000_sin_white/output/299A_512369.7824
29A_870062.2062,/home/linux/IHCPs/dataset_pm1000_sin_white/input/29A_870062.2062,/home/linux/IHCPs/dataset_pm1000_sin_white/output/29A_870062.2062
2A_153064.6283,/home/linux/IHCPs/dataset_pm1000_sin_white/input/2A_153064.6283,/home/linux/IHCPs/dataset_pm1000_sin_white/output/2A_153064.6283
300A_508385.4933,/home/linux/IHCPs/dataset_pm1000_sin_white/input/300A_508385.4933,/home/linux/IHCPs/dataset_pm1000_sin_white/output/300A_508385.4933
301A_256981.1255,/home/linux/IHCPs/dataset_pm1000_sin_white/input/301A_256981.1255,/home/linux/IHCPs/dataset_pm1000_sin_white/output/301A_256981.1255
302A_596847.0696,/home/linux/IHCPs/dataset_pm1000_sin_white/input/302A_596847.0696,/home/linux/IHCPs/dataset_pm1000_sin_white/output/302A_596847.0696
303A_105278.8334,/home/linux/IHCPs/dataset_pm1000_sin_white/input/303A_105278.8334,/home/linux/IHCPs/dataset_pm1000_sin_white/output/303A_105278.8334
304A_697347.9658,/home/linux/IHCPs/dataset_pm1000_sin_white/input/304A_697347.9658,/home/linux/IHCPs/dataset_pm1000_sin_white/output/304A_697347.9658
305A_247737.8074,/home/linux/IHCPs/dataset_pm1000_sin_white/input/305A_247737.8074,/home/linux/IHCPs/dataset_pm1000_sin_white/output/305A_247737.8074
306A_322311.7876,/home/linux/IHCPs/dataset_pm1000_sin_white/input/306A_322311.7876,/home/linux/IHCPs/dataset_pm1000_sin_white/output/306A_322311.7876
307A_690900.1997,/home/linux/IHCPs/dataset_pm1000_sin_white/input/307A_690900.1997,/home/linux/IHCPs/dataset_pm1000_sin_white/output/307A_690900.1997
308A_366433.5345,/home/linux/IHCPs/dataset_pm1000_sin_white/input/308A_366433.5345,/home/linux/IHCPs/dataset_pm1000_sin_white/output/308A_366433.5345
309A_235108.8727,/home/linux/IHCPs/dataset_pm1000_sin_white/input/309A_235108.8727,/home/linux/IHCPs/dataset_pm1000_sin_white/output/309A_235108.8727
30A_900444.764,/home/linux/IHCPs/dataset_pm1000_sin_white/input/30A_900444.764,/home/linux/IHCPs/dataset_pm1000_sin_white/output/30A_900444.764
310A_105941.0593,/home/linux/IHCPs/dataset_pm1000_sin_white/input/310A_105941.0593,/home/linux/IHCPs/dataset_pm1000_sin_white/output/310A_105941.0593
311A_740801.0412,/home/linux/IHCPs/dataset_pm1000_sin_white/input/311A_740801.0412,/home/linux/IHCPs/dataset_pm1000_sin_white/output/311A_740801.0412
312A_703540.2693,/home/linux/IHCPs/dataset_pm1000_sin_white/input/312A_703540.2693,/home/linux/IHCPs/dataset_pm1000_sin_white/output/312A_703540.2693
313A_197798.2947,/home/linux/IHCPs/dataset_pm1000_sin_white/input/313A_197798.2947,/home/linux/IHCPs/dataset_pm1000_sin_white/output/313A_197798.2947
314A_818749.9319,/home/linux/IHCPs/dataset_pm1000_sin_white/input/314A_818749.9319,/home/linux/IHCPs/dataset_pm1000_sin_white/output/314A_818749.9319
315A_734058.6494,/home/linux/IHCPs/dataset_pm1000_sin_white/input/315A_734058.6494,/home/linux/IHCPs/dataset_pm1000_sin_white/output/315A_734058.6494
316A_442696.1965,/home/linux/IHCPs/dataset_pm1000_sin_white/input/316A_442696.1965,/home/linux/IHCPs/dataset_pm1000_sin_white/output/316A_442696.1965
317A_192488.647,/home/linux/IHCPs/dataset_pm1000_sin_white/input/317A_192488.647,/home/linux/IHCPs/dataset_pm1000_sin_white/output/317A_192488.647
318A_417709.504,/home/linux/IHCPs/dataset_pm1000_sin_white/input/318A_417709.504,/home/linux/IHCPs/dataset_pm1000_sin_white/output/318A_417709.504
319A_741539.9991,/home/linux/IHCPs/dataset_pm1000_sin_white/input/319A_741539.9991,/home/linux/IHCPs/dataset_pm1000_sin_white/output/319A_741539.9991
31A_374495.9219,/home/linux/IHCPs/dataset_pm1000_sin_white/input/31A_374495.9219,/home/linux/IHCPs/dataset_pm1000_sin_white/output/31A_374495.9219
320A_325330.0611,/home/linux/IHCPs/dataset_pm1000_sin_white/input/320A_325330.0611,/home/linux/IHCPs/dataset_pm1000_sin_white/output/320A_325330.0611
321A_474598.9327,/home/linux/IHCPs/dataset_pm1000_sin_white/input/321A_474598.9327,/home/linux/IHCPs/dataset_pm1000_sin_white/output/321A_474598.9327
322A_308881.3421,/home/linux/IHCPs/dataset_pm1000_sin_white/input/322A_308881.3421,/home/linux/IHCPs/dataset_pm1000_sin_white/output/322A_308881.3421
323A_857938.5782,/home/linux/IHCPs/dataset_pm1000_sin_white/input/323A_857938.5782,/home/linux/IHCPs/dataset_pm1000_sin_white/output/323A_857938.5782
324A_911222.5026,/home/linux/IHCPs/dataset_pm1000_sin_white/input/324A_911222.5026,/home/linux/IHCPs/dataset_pm1000_sin_white/output/324A_911222.5026
325A_217416.2923,/home/linux/IHCPs/dataset_pm1000_sin_white/input/325A_217416.2923,/home/linux/IHCPs/dataset_pm1000_sin_white/output/325A_217416.2923
326A_111585.7327,/home/linux/IHCPs/dataset_pm1000_sin_white/input/326A_111585.7327,/home/linux/IHCPs/dataset_pm1000_sin_white/output/326A_111585.7327
327A_752143.8926,/home/linux/IHCPs/dataset_pm1000_sin_white/input/327A_752143.8926,/home/linux/IHCPs/dataset_pm1000_sin_white/output/327A_752143.8926
328A_880029.253,/home/linux/IHCPs/dataset_pm1000_sin_white/input/328A_880029.253,/home/linux/IHCPs/dataset_pm1000_sin_white/output/328A_880029.253
329A_423102.9944,/home/linux/IHCPs/dataset_pm1000_sin_white/input/329A_423102.9944,/home/linux/IHCPs/dataset_pm1000_sin_white/output/329A_423102.9944
32A_780975.8674,/home/linux/IHCPs/dataset_pm1000_sin_white/input/32A_780975.8674,/home/linux/IHCPs/dataset_pm1000_sin_white/output/32A_780975.8674
330A_153050.2797,/home/linux/IHCPs/dataset_pm1000_sin_white/input/330A_153050.2797,/home/linux/IHCPs/dataset_pm1000_sin_white/output/330A_153050.2797
331A_391388.1319,/home/linux/IHCPs/dataset_pm1000_sin_white/input/331A_391388.1319,/home/linux/IHCPs/dataset_pm1000_sin_white/output/331A_391388.1319
332A_911595.5032,/home/linux/IHCPs/dataset_pm1000_sin_white/input/332A_911595.5032,/home/linux/IHCPs/dataset_pm1000_sin_white/output/332A_911595.5032
333A_377770.1199,/home/linux/IHCPs/dataset_pm1000_sin_white/input/333A_377770.1199,/home/linux/IHCPs/dataset_pm1000_sin_white/output/333A_377770.1199
334A_803140.0283,/home/linux/IHCPs/dataset_pm1000_sin_white/input/334A_803140.0283,/home/linux/IHCPs/dataset_pm1000_sin_white/output/334A_803140.0283
335A_887697.5968,/home/linux/IHCPs/dataset_pm1000_sin_white/input/335A_887697.5968,/home/linux/IHCPs/dataset_pm1000_sin_white/output/335A_887697.5968
336A_808257.5491,/home/linux/IHCPs/dataset_pm1000_sin_white/input/336A_808257.5491,/home/linux/IHCPs/dataset_pm1000_sin_white/output/336A_808257.5491
337A_518139.653,/home/linux/IHCPs/dataset_pm1000_sin_white/input/337A_518139.653,/home/linux/IHCPs/dataset_pm1000_sin_white/output/337A_518139.653
338A_259373.9526,/home/linux/IHCPs/dataset_pm1000_sin_white/input/338A_259373.9526,/home/linux/IHCPs/dataset_pm1000_sin_white/output/338A_259373.9526
339A_630456.0374,/home/linux/IHCPs/dataset_pm1000_sin_white/input/339A_630456.0374,/home/linux/IHCPs/dataset_pm1000_sin_white/output/339A_630456.0374
33A_365375.5808,/home/linux/IHCPs/dataset_pm1000_sin_white/input/33A_365375.5808,/home/linux/IHCPs/dataset_pm1000_sin_white/output/33A_365375.5808
340A_646869.4588,/home/linux/IHCPs/dataset_pm1000_sin_white/input/340A_646869.4588,/home/linux/IHCPs/dataset_pm1000_sin_white/output/340A_646869.4588
341A_173849.3427,/home/linux/IHCPs/dataset_pm1000_sin_white/input/341A_173849.3427,/home/linux/IHCPs/dataset_pm1000_sin_white/output/341A_173849.3427
342A_301550.4245,/home/linux/IHCPs/dataset_pm1000_sin_white/input/342A_301550.4245,/home/linux/IHCPs/dataset_pm1000_sin_white/output/342A_301550.4245
343A_522198.8513,/home/linux/IHCPs/dataset_pm1000_sin_white/input/343A_522198.8513,/home/linux/IHCPs/dataset_pm1000_sin_white/output/343A_522198.8513
344A_115802.2621,/home/linux/IHCPs/dataset_pm1000_sin_white/input/344A_115802.2621,/home/linux/IHCPs/dataset_pm1000_sin_white/output/344A_115802.2621
345A_717704.6899,/home/linux/IHCPs/dataset_pm1000_sin_white/input/345A_717704.6899,/home/linux/IHCPs/dataset_pm1000_sin_white/output/345A_717704.6899
346A_878886.9257,/home/linux/IHCPs/dataset_pm1000_sin_white/input/346A_878886.9257,/home/linux/IHCPs/dataset_pm1000_sin_white/output/346A_878886.9257
347A_966230.7997,/home/linux/IHCPs/dataset_pm1000_sin_white/input/347A_966230.7997,/home/linux/IHCPs/dataset_pm1000_sin_white/output/347A_966230.7997
348A_862972.893,/home/linux/IHCPs/dataset_pm1000_sin_white/input/348A_862972.893,/home/linux/IHCPs/dataset_pm1000_sin_white/output/348A_862972.893
349A_293960.3255,/home/linux/IHCPs/dataset_pm1000_sin_white/input/349A_293960.3255,/home/linux/IHCPs/dataset_pm1000_sin_white/output/349A_293960.3255
34A_987076.2821,/home/linux/IHCPs/dataset_pm1000_sin_white/input/34A_987076.2821,/home/linux/IHCPs/dataset_pm1000_sin_white/output/34A_987076.2821
350A_276747.7995,/home/linux/IHCPs/dataset_pm1000_sin_white/input/350A_276747.7995,/home/linux/IHCPs/dataset_pm1000_sin_white/output/350A_276747.7995
351A_511935.9856,/home/linux/IHCPs/dataset_pm1000_sin_white/input/351A_511935.9856,/home/linux/IHCPs/dataset_pm1000_sin_white/output/351A_511935.9856
352A_380117.6706,/home/linux/IHCPs/dataset_pm1000_sin_white/input/352A_380117.6706,/home/linux/IHCPs/dataset_pm1000_sin_white/output/352A_380117.6706
353A_293992.9484,/home/linux/IHCPs/dataset_pm1000_sin_white/input/353A_293992.9484,/home/linux/IHCPs/dataset_pm1000_sin_white/output/353A_293992.9484
354A_141074.1781,/home/linux/IHCPs/dataset_pm1000_sin_white/input/354A_141074.1781,/home/linux/IHCPs/dataset_pm1000_sin_white/output/354A_141074.1781
355A_712490.9071,/home/linux/IHCPs/dataset_pm1000_sin_white/input/355A_712490.9071,/home/linux/IHCPs/dataset_pm1000_sin_white/output/355A_712490.9071
356A_603125.3414,/home/linux/IHCPs/dataset_pm1000_sin_white/input/356A_603125.3414,/home/linux/IHCPs/dataset_pm1000_sin_white/output/356A_603125.3414
357A_397535.2697,/home/linux/IHCPs/dataset_pm1000_sin_white/input/357A_397535.2697,/home/linux/IHCPs/dataset_pm1000_sin_white/output/357A_397535.2697
358A_912234.6859,/home/linux/IHCPs/dataset_pm1000_sin_white/input/358A_912234.6859,/home/linux/IHCPs/dataset_pm1000_sin_white/output/358A_912234.6859
359A_144259.524,/home/linux/IHCPs/dataset_pm1000_sin_white/input/359A_144259.524,/home/linux/IHCPs/dataset_pm1000_sin_white/output/359A_144259.524
35A_369281.7617,/home/linux/IHCPs/dataset_pm1000_sin_white/input/35A_369281.7617,/home/linux/IHCPs/dataset_pm1000_sin_white/output/35A_369281.7617
360A_414216.5846,/home/linux/IHCPs/dataset_pm1000_sin_white/input/360A_414216.5846,/home/linux/IHCPs/dataset_pm1000_sin_white/output/360A_414216.5846
361A_154379.2712,/home/linux/IHCPs/dataset_pm1000_sin_white/input/361A_154379.2712,/home/linux/IHCPs/dataset_pm1000_sin_white/output/361A_154379.2712
362A_925042.9223,/home/linux/IHCPs/dataset_pm1000_sin_white/input/362A_925042.9223,/home/linux/IHCPs/dataset_pm1000_sin_white/output/362A_925042.9223
363A_943636.6348,/home/linux/IHCPs/dataset_pm1000_sin_white/input/363A_943636.6348,/home/linux/IHCPs/dataset_pm1000_sin_white/output/363A_943636.6348
364A_631672.8994,/home/linux/IHCPs/dataset_pm1000_sin_white/input/364A_631672.8994,/home/linux/IHCPs/dataset_pm1000_sin_white/output/364A_631672.8994
365A_638049.1147,/home/linux/IHCPs/dataset_pm1000_sin_white/input/365A_638049.1147,/home/linux/IHCPs/dataset_pm1000_sin_white/output/365A_638049.1147
366A_579478.5056,/home/linux/IHCPs/dataset_pm1000_sin_white/input/366A_579478.5056,/home/linux/IHCPs/dataset_pm1000_sin_white/output/366A_579478.5056
367A_456847.7479,/home/linux/IHCPs/dataset_pm1000_sin_white/input/367A_456847.7479,/home/linux/IHCPs/dataset_pm1000_sin_white/output/367A_456847.7479
368A_192261.1227,/home/linux/IHCPs/dataset_pm1000_sin_white/input/368A_192261.1227,/home/linux/IHCPs/dataset_pm1000_sin_white/output/368A_192261.1227
369A_828726.3606,/home/linux/IHCPs/dataset_pm1000_sin_white/input/369A_828726.3606,/home/linux/IHCPs/dataset_pm1000_sin_white/output/369A_828726.3606
36A_610075.1707,/home/linux/IHCPs/dataset_pm1000_sin_white/input/36A_610075.1707,/home/linux/IHCPs/dataset_pm1000_sin_white/output/36A_610075.1707
370A_878355.7109,/home/linux/IHCPs/dataset_pm1000_sin_white/input/370A_878355.7109,/home/linux/IHCPs/dataset_pm1000_sin_white/output/370A_878355.7109
371A_959625.8319,/home/linux/IHCPs/dataset_pm1000_sin_white/input/371A_959625.8319,/home/linux/IHCPs/dataset_pm1000_sin_white/output/371A_959625.8319
372A_852535.8162,/home/linux/IHCPs/dataset_pm1000_sin_white/input/372A_852535.8162,/home/linux/IHCPs/dataset_pm1000_sin_white/output/372A_852535.8162
373A_527956.2412,/home/linux/IHCPs/dataset_pm1000_sin_white/input/373A_527956.2412,/home/linux/IHCPs/dataset_pm1000_sin_white/output/373A_527956.2412
374A_608615.622,/home/linux/IHCPs/dataset_pm1000_sin_white/input/374A_608615.622,/home/linux/IHCPs/dataset_pm1000_sin_white/output/374A_608615.622
375A_487348.241,/home/linux/IHCPs/dataset_pm1000_sin_white/input/375A_487348.241,/home/linux/IHCPs/dataset_pm1000_sin_white/output/375A_487348.241
376A_619172.0912,/home/linux/IHCPs/dataset_pm1000_sin_white/input/376A_619172.0912,/home/linux/IHCPs/dataset_pm1000_sin_white/output/376A_619172.0912
377A_316131.4004,/home/linux/IHCPs/dataset_pm1000_sin_white/input/377A_316131.4004,/home/linux/IHCPs/dataset_pm1000_sin_white/output/377A_316131.4004
378A_542524.624,/home/linux/IHCPs/dataset_pm1000_sin_white/input/378A_542524.624,/home/linux/IHCPs/dataset_pm1000_sin_white/output/378A_542524.624
379A_607050.7968,/home/linux/IHCPs/dataset_pm1000_sin_white/input/379A_607050.7968,/home/linux/IHCPs/dataset_pm1000_sin_white/output/379A_607050.7968
37A_971732.207,/home/linux/IHCPs/dataset_pm1000_sin_white/input/37A_971732.207,/home/linux/IHCPs/dataset_pm1000_sin_white/output/37A_971732.207
380A_356119.2263,/home/linux/IHCPs/dataset_pm1000_sin_white/input/380A_356119.2263,/home/linux/IHCPs/dataset_pm1000_sin_white/output/380A_356119.2263
381A_342917.6541,/home/linux/IHCPs/dataset_pm1000_sin_white/input/381A_342917.6541,/home/linux/IHCPs/dataset_pm1000_sin_white/output/381A_342917.6541
382A_974978.8913,/home/linux/IHCPs/dataset_pm1000_sin_white/input/382A_974978.8913,/home/linux/IHCPs/dataset_pm1000_sin_white/output/382A_974978.8913
383A_487365.0768,/home/linux/IHCPs/dataset_pm1000_sin_white/input/383A_487365.0768,/home/linux/IHCPs/dataset_pm1000_sin_white/output/383A_487365.0768
384A_425341.5921,/home/linux/IHCPs/dataset_pm1000_sin_white/input/384A_425341.5921,/home/linux/IHCPs/dataset_pm1000_sin_white/output/384A_425341.5921
385A_111287.8898,/home/linux/IHCPs/dataset_pm1000_sin_white/input/385A_111287.8898,/home/linux/IHCPs/dataset_pm1000_sin_white/output/385A_111287.8898
386A_351156.5771,/home/linux/IHCPs/dataset_pm1000_sin_white/input/386A_351156.5771,/home/linux/IHCPs/dataset_pm1000_sin_white/output/386A_351156.5771
387A_545885.0632,/home/linux/IHCPs/dataset_pm1000_sin_white/input/387A_545885.0632,/home/linux/IHCPs/dataset_pm1000_sin_white/output/387A_545885.0632
388A_333966.6791,/home/linux/IHCPs/dataset_pm1000_sin_white/input/388A_333966.6791,/home/linux/IHCPs/dataset_pm1000_sin_white/output/388A_333966.6791
389A_558840.3985,/home/linux/IHCPs/dataset_pm1000_sin_white/input/389A_558840.3985,/home/linux/IHCPs/dataset_pm1000_sin_white/output/389A_558840.3985
38A_621652.3062,/home/linux/IHCPs/dataset_pm1000_sin_white/input/38A_621652.3062,/home/linux/IHCPs/dataset_pm1000_sin_white/output/38A_621652.3062
390A_565586.893,/home/linux/IHCPs/dataset_pm1000_sin_white/input/390A_565586.893,/home/linux/IHCPs/dataset_pm1000_sin_white/output/390A_565586.893
391A_160536.5117,/home/linux/IHCPs/dataset_pm1000_sin_white/input/391A_160536.5117,/home/linux/IHCPs/dataset_pm1000_sin_white/output/391A_160536.5117
392A_352161.3748,/home/linux/IHCPs/dataset_pm1000_sin_white/input/392A_352161.3748,/home/linux/IHCPs/dataset_pm1000_sin_white/output/392A_352161.3748
393A_520159.4395,/home/linux/IHCPs/dataset_pm1000_sin_white/input/393A_520159.4395,/home/linux/IHCPs/dataset_pm1000_sin_white/output/393A_520159.4395
394A_657066.5206,/home/linux/IHCPs/dataset_pm1000_sin_white/input/394A_657066.5206,/home/linux/IHCPs/dataset_pm1000_sin_white/output/394A_657066.5206
395A_462524.1294,/home/linux/IHCPs/dataset_pm1000_sin_white/input/395A_462524.1294,/home/linux/IHCPs/dataset_pm1000_sin_white/output/395A_462524.1294
396A_490844.7981,/home/linux/IHCPs/dataset_pm1000_sin_white/input/396A_490844.7981,/home/linux/IHCPs/dataset_pm1000_sin_white/output/396A_490844.7981
397A_764467.4214,/home/linux/IHCPs/dataset_pm1000_sin_white/input/397A_764467.4214,/home/linux/IHCPs/dataset_pm1000_sin_white/output/397A_764467.4214
398A_331014.6349,/home/linux/IHCPs/dataset_pm1000_sin_white/input/398A_331014.6349,/home/linux/IHCPs/dataset_pm1000_sin_white/output/398A_331014.6349
399A_540442.8647,/home/linux/IHCPs/dataset_pm1000_sin_white/input/399A_540442.8647,/home/linux/IHCPs/dataset_pm1000_sin_white/output/399A_540442.8647
39A_509596.217,/home/linux/IHCPs/dataset_pm1000_sin_white/input/39A_509596.217,/home/linux/IHCPs/dataset_pm1000_sin_white/output/39A_509596.217
3A_984047.0602,/home/linux/IHCPs/dataset_pm1000_sin_white/input/3A_984047.0602,/home/linux/IHCPs/dataset_pm1000_sin_white/output/3A_984047.0602
400A_423107.7553,/home/linux/IHCPs/dataset_pm1000_sin_white/input/400A_423107.7553,/home/linux/IHCPs/dataset_pm1000_sin_white/output/400A_423107.7553
401A_894307.7183,/home/linux/IHCPs/dataset_pm1000_sin_white/input/401A_894307.7183,/home/linux/IHCPs/dataset_pm1000_sin_white/output/401A_894307.7183
402A_222696.9546,/home/linux/IHCPs/dataset_pm1000_sin_white/input/402A_222696.9546,/home/linux/IHCPs/dataset_pm1000_sin_white/output/402A_222696.9546
403A_498545.7146,/home/linux/IHCPs/dataset_pm1000_sin_white/input/403A_498545.7146,/home/linux/IHCPs/dataset_pm1000_sin_white/output/403A_498545.7146
